iteration,value,parameter,run
0,2.2505438327789307,beta,0
1,2.259063482284546,beta,0
2,2.2670180797576904,beta,0
3,2.2607173919677734,beta,0
4,2.2657110691070557,beta,0
5,2.2648026943206787,beta,0
6,2.267703056335449,beta,0
7,2.2724156379699707,beta,0
8,2.2706172466278076,beta,0
9,2.2579712867736816,beta,0
10,2.2567591667175293,beta,0
11,2.2630457878112793,beta,0
12,2.253455638885498,beta,0
13,2.2504115104675293,beta,0
14,2.2674899101257324,beta,0
15,2.2742481231689453,beta,0
16,2.2798800468444824,beta,0
17,2.283073663711548,beta,0
18,2.2688565254211426,beta,0
19,2.265862226486206,beta,0
20,2.2670326232910156,beta,0
21,2.2767698764801025,beta,0
22,2.2713794708251953,beta,0
23,2.267502546310425,beta,0
24,2.265578508377075,beta,0
25,2.272968053817749,beta,0
26,2.269615411758423,beta,0
27,2.2807071208953857,beta,0
28,2.2799603939056396,beta,0
29,2.270629405975342,beta,0
30,2.2689990997314453,beta,0
31,2.290841817855835,beta,0
32,2.291651725769043,beta,0
33,2.2971553802490234,beta,0
34,2.295224666595459,beta,0
35,2.286018133163452,beta,0
36,2.279902935028076,beta,0
37,2.2883384227752686,beta,0
38,2.2828946113586426,beta,0
39,2.2888808250427246,beta,0
40,2.282668352127075,beta,0
41,2.2845587730407715,beta,0
42,2.2896552085876465,beta,0
43,2.27506422996521,beta,0
44,2.2750356197357178,beta,0
45,2.2753567695617676,beta,0
46,2.2758901119232178,beta,0
47,2.271251916885376,beta,0
48,2.2749056816101074,beta,0
49,2.2641685009002686,beta,0
50,2.2578396797180176,beta,0
0,1.8504828214645386,gamma,0
1,1.8468858003616333,gamma,0
2,1.8265782594680786,gamma,0
3,1.831781029701233,gamma,0
4,1.824306845664978,gamma,0
5,1.8291773796081543,gamma,0
6,1.8326069116592407,gamma,0
7,1.819280743598938,gamma,0
8,1.8278042078018188,gamma,0
9,1.8130258321762085,gamma,0
10,1.8194788694381714,gamma,0
11,1.830610752105713,gamma,0
12,1.8327250480651855,gamma,0
13,1.8383179903030396,gamma,0
14,1.8434678316116333,gamma,0
15,1.8532644510269165,gamma,0
16,1.8450108766555786,gamma,0
17,1.8633941411972046,gamma,0
18,1.8728814125061035,gamma,0
19,1.8745695352554321,gamma,0
20,1.8687819242477417,gamma,0
21,1.8701385259628296,gamma,0
22,1.867936611175537,gamma,0
23,1.8732966184616089,gamma,0
24,1.8613404035568237,gamma,0
25,1.8570321798324585,gamma,0
26,1.8651294708251953,gamma,0
27,1.8748297691345215,gamma,0
28,1.873487949371338,gamma,0
29,1.8677886724472046,gamma,0
30,1.8620104789733887,gamma,0
31,1.852380633354187,gamma,0
32,1.8456345796585083,gamma,0
33,1.8384177684783936,gamma,0
34,1.840377926826477,gamma,0
35,1.8416482210159302,gamma,0
36,1.847078561782837,gamma,0
37,1.8567423820495605,gamma,0
38,1.8569549322128296,gamma,0
39,1.8560389280319214,gamma,0
40,1.8527321815490723,gamma,0
41,1.85030198097229,gamma,0
42,1.859100341796875,gamma,0
43,1.865066409111023,gamma,0
44,1.8682093620300293,gamma,0
45,1.867114543914795,gamma,0
46,1.8641301393508911,gamma,0
47,1.8686938285827637,gamma,0
48,1.8723984956741333,gamma,0
49,1.8680680990219116,gamma,0
50,1.8707890510559082,gamma,0
0,0.014579877257347107,eta,0
1,0.016929050907492638,eta,0
2,0.032946500927209854,eta,0
3,0.05293053016066551,eta,0
4,0.06295650452375412,eta,0
5,0.06581341475248337,eta,0
6,0.07539588958024979,eta,0
7,0.0921986922621727,eta,0
8,0.08911358565092087,eta,0
9,0.10996447503566742,eta,0
10,0.11793389916419983,eta,0
11,0.11876144260168076,eta,0
12,0.12231743335723877,eta,0
13,0.1071702241897583,eta,0
14,0.09862352162599564,eta,0
15,0.10524941235780716,eta,0
16,0.09722927957773209,eta,0
17,0.10358298569917679,eta,0
18,0.1136382445693016,eta,0
19,0.1257043033838272,eta,0
20,0.14391160011291504,eta,0
21,0.15439358353614807,eta,0
22,0.16819380223751068,eta,0
23,0.16424152255058289,eta,0
24,0.16559277474880219,eta,0
25,0.1733476221561432,eta,0
26,0.16982890665531158,eta,0
27,0.1812615692615509,eta,0
28,0.19515158236026764,eta,0
29,0.19761602580547333,eta,0
30,0.2042727917432785,eta,0
31,0.2085905820131302,eta,0
32,0.217590793967247,eta,0
33,0.21526020765304565,eta,0
34,0.21402332186698914,eta,0
35,0.2156539112329483,eta,0
36,0.21726030111312866,eta,0
37,0.21261902153491974,eta,0
38,0.21606594324111938,eta,0
39,0.23125647008419037,eta,0
40,0.22501938045024872,eta,0
41,0.23225609958171844,eta,0
42,0.23183347284793854,eta,0
43,0.2335834950208664,eta,0
44,0.2380802035331726,eta,0
45,0.23643063008785248,eta,0
46,0.23833014070987701,eta,0
47,0.23484808206558228,eta,0
48,0.24087122082710266,eta,0
49,0.23546506464481354,eta,0
50,0.23627589643001556,eta,0
0,0.11152303963899612,omega,0
1,0.12263714522123337,omega,0
2,0.10480984300374985,omega,0
3,0.11857008188962936,omega,0
4,0.1073300763964653,omega,0
5,0.10088502615690231,omega,0
6,0.1102372258901596,omega,0
7,0.11514651775360107,omega,0
8,0.12374170124530792,omega,0
9,0.12312611937522888,omega,0
10,0.12607382237911224,omega,0
11,0.1237877756357193,omega,0
12,0.12160870432853699,omega,0
13,0.10002099722623825,omega,0
14,0.09578374028205872,omega,0
15,0.0971062183380127,omega,0
16,0.09403478354215622,omega,0
17,0.10760926455259323,omega,0
18,0.11049152165651321,omega,0
19,0.10795498639345169,omega,0
20,0.10618343949317932,omega,0
21,0.09940362721681595,omega,0
22,0.10749029368162155,omega,0
23,0.09787332266569138,omega,0
24,0.10825356841087341,omega,0
25,0.10136059671640396,omega,0
26,0.09529758244752884,omega,0
27,0.09971467405557632,omega,0
28,0.0969681367278099,omega,0
29,0.09276465326547623,omega,0
30,0.08965130895376205,omega,0
31,0.08103172481060028,omega,0
32,0.06920625269412994,omega,0
33,0.08214884996414185,omega,0
34,0.07807789742946625,omega,0
35,0.07544165104627609,omega,0
36,0.07420934736728668,omega,0
37,0.08616067469120026,omega,0
38,0.08002398908138275,omega,0
39,0.08178167790174484,omega,0
40,0.08682191371917725,omega,0
41,0.09165429323911667,omega,0
42,0.09727571904659271,omega,0
43,0.09991370141506195,omega,0
44,0.09916067868471146,omega,0
45,0.0994454175233841,omega,0
46,0.102668397128582,omega,0
47,0.09597083181142807,omega,0
48,0.09364093095064163,omega,0
49,0.09538766741752625,omega,0
50,0.08990713208913803,omega,0
0,0.56507408618927,sigma,0
1,0.566670835018158,sigma,0
2,0.5687022805213928,sigma,0
3,0.5669839978218079,sigma,0
4,0.5688496232032776,sigma,0
5,0.5546516180038452,sigma,0
6,0.5583940148353577,sigma,0
7,0.556760847568512,sigma,0
8,0.5776640176773071,sigma,0
9,0.5662131905555725,sigma,0
10,0.5616889595985413,sigma,0
11,0.5663499236106873,sigma,0
12,0.5837069153785706,sigma,0
13,0.5677985548973083,sigma,0
14,0.5672186017036438,sigma,0
15,0.5699020028114319,sigma,0
16,0.568527340888977,sigma,0
17,0.5790310502052307,sigma,0
18,0.5898900032043457,sigma,0
19,0.5871673822402954,sigma,0
20,0.5873132348060608,sigma,0
21,0.5903944373130798,sigma,0
22,0.6101561188697815,sigma,0
23,0.6139785051345825,sigma,0
24,0.6070893406867981,sigma,0
25,0.6091042757034302,sigma,0
26,0.6186531782150269,sigma,0
27,0.6045164465904236,sigma,0
28,0.6029638648033142,sigma,0
29,0.6124357581138611,sigma,0
30,0.6189406514167786,sigma,0
31,0.6259828209877014,sigma,0
32,0.6457127332687378,sigma,0
33,0.6481630206108093,sigma,0
34,0.6447583436965942,sigma,0
35,0.6534050703048706,sigma,0
36,0.6418544054031372,sigma,0
37,0.635407567024231,sigma,0
38,0.6419063806533813,sigma,0
39,0.6339005827903748,sigma,0
40,0.6282529830932617,sigma,0
41,0.6357900500297546,sigma,0
42,0.6282927393913269,sigma,0
43,0.6214752793312073,sigma,0
44,0.612402081489563,sigma,0
45,0.6177326440811157,sigma,0
46,0.6172481775283813,sigma,0
47,0.6128868460655212,sigma,0
48,0.6126692891120911,sigma,0
49,0.6040969491004944,sigma,0
50,0.6037225723266602,sigma,0
0,17.288803100585938,amplitude,0
1,17.293155670166016,amplitude,0
2,17.289125442504883,amplitude,0
3,17.310640335083008,amplitude,0
4,17.293596267700195,amplitude,0
5,17.284320831298828,amplitude,0
6,17.302906036376953,amplitude,0
7,17.308988571166992,amplitude,0
8,17.306825637817383,amplitude,0
9,17.325016021728516,amplitude,0
10,17.322986602783203,amplitude,0
11,17.311050415039062,amplitude,0
12,17.299835205078125,amplitude,0
13,17.308515548706055,amplitude,0
14,17.307756423950195,amplitude,0
15,17.297765731811523,amplitude,0
16,17.29953384399414,amplitude,0
17,17.299545288085938,amplitude,0
18,17.302305221557617,amplitude,0
19,17.29245948791504,amplitude,0
20,17.302108764648438,amplitude,0
21,17.31640625,amplitude,0
22,17.326690673828125,amplitude,0
23,17.322938919067383,amplitude,0
24,17.312923431396484,amplitude,0
25,17.32313346862793,amplitude,0
26,17.324970245361328,amplitude,0
27,17.336551666259766,amplitude,0
28,17.32840347290039,amplitude,0
29,17.323760986328125,amplitude,0
30,17.330564498901367,amplitude,0
31,17.328960418701172,amplitude,0
32,17.335126876831055,amplitude,0
33,17.337543487548828,amplitude,0
34,17.33698844909668,amplitude,0
35,17.328792572021484,amplitude,0
36,17.3336124420166,amplitude,0
37,17.33793830871582,amplitude,0
38,17.323244094848633,amplitude,0
39,17.318449020385742,amplitude,0
40,17.310178756713867,amplitude,0
41,17.304933547973633,amplitude,0
42,17.300552368164062,amplitude,0
43,17.296480178833008,amplitude,0
44,17.299135208129883,amplitude,0
45,17.292081832885742,amplitude,0
46,17.290203094482422,amplitude,0
47,17.293149948120117,amplitude,0
48,17.288896560668945,amplitude,0
49,17.295713424682617,amplitude,0
50,17.292491912841797,amplitude,0
0,0.05565166100859642,rho,0
1,0.03674960508942604,rho,0
2,0.021374870091676712,rho,0
3,0.01541066262871027,rho,0
4,0.011088445782661438,rho,0
5,0.007385790813714266,rho,0
6,0.008340093307197094,rho,0
7,0.007772817742079496,rho,0
8,0.007652512285858393,rho,0
9,0.0056454152800142765,rho,0
10,0.0054627940990030766,rho,0
11,0.005471772514283657,rho,0
12,0.004830010235309601,rho,0
13,0.0062460461631417274,rho,0
14,0.0055547780357301235,rho,0
15,0.006481743883341551,rho,0
16,0.006252015009522438,rho,0
17,0.00683914078399539,rho,0
18,0.006161513272672892,rho,0
19,0.005784683860838413,rho,0
20,0.00369324185885489,rho,0
21,0.003836168674752116,rho,0
22,0.0033798294607549906,rho,0
23,0.002024069894105196,rho,0
24,0.00421820068731904,rho,0
25,0.0042722150683403015,rho,0
26,0.0034856197889894247,rho,0
27,0.0034237243235111237,rho,0
28,0.0036241000052541494,rho,0
29,0.0036115713883191347,rho,0
30,0.002996817696839571,rho,0
31,0.0028582129161804914,rho,0
32,0.0026192490477114916,rho,0
33,0.0034984603989869356,rho,0
34,0.003314066445454955,rho,0
35,0.00290385982953012,rho,0
36,0.002931889146566391,rho,0
37,0.002748295897617936,rho,0
38,0.002768915379419923,rho,0
39,0.0030441584531217813,rho,0
40,0.003259210614487529,rho,0
41,0.0034424581099301577,rho,0
42,0.003237261204048991,rho,0
43,0.0029986619483679533,rho,0
44,0.002902858192101121,rho,0
45,0.002481322968378663,rho,0
46,0.002539187902584672,rho,0
47,0.0025317666586488485,rho,0
48,0.003045689547434449,rho,0
49,0.002366719301789999,rho,0
50,0.002664047759026289,rho,0
0,1.077554702758789,k,0
1,1.0661333799362183,k,0
2,1.046797275543213,k,0
3,1.0584484338760376,k,0
4,1.0486992597579956,k,0
5,1.0436056852340698,k,0
6,1.0480411052703857,k,0
7,1.0535259246826172,k,0
8,1.0509244203567505,k,0
9,1.053589105606079,k,0
10,1.067915916442871,k,0
11,1.0560578107833862,k,0
12,1.066019058227539,k,0
13,1.0605286359786987,k,0
14,1.0615161657333374,k,0
15,1.0591754913330078,k,0
16,1.0533169507980347,k,0
17,1.0509978532791138,k,0
18,1.0400654077529907,k,0
19,1.0420441627502441,k,0
20,1.0446910858154297,k,0
21,1.0370333194732666,k,0
22,1.043466329574585,k,0
23,1.0425270795822144,k,0
24,1.0403263568878174,k,0
25,1.028585433959961,k,0
26,1.0376073122024536,k,0
27,1.0404444932937622,k,0
28,1.0453253984451294,k,0
29,1.0334997177124023,k,0
30,1.0329550504684448,k,0
31,1.0273218154907227,k,0
32,1.0366791486740112,k,0
33,1.0408003330230713,k,0
34,1.0494529008865356,k,0
35,1.053100824356079,k,0
36,1.0585688352584839,k,0
37,1.0564967393875122,k,0
38,1.0521842241287231,k,0
39,1.0536634922027588,k,0
40,1.0555793046951294,k,0
41,1.0576986074447632,k,0
42,1.057047963142395,k,0
43,1.0616625547409058,k,0
44,1.0637787580490112,k,0
45,1.0700980424880981,k,0
46,1.0756443738937378,k,0
47,1.07234787940979,k,0
48,1.0732601881027222,k,0
49,1.0761443376541138,k,0
50,1.07659912109375,k,0
0,2300000.0,N,0
1,2300000.0,N,0
2,2300000.0,N,0
3,2300000.0,N,0
4,2300000.0,N,0
5,2300000.0,N,0
6,2300000.0,N,0
7,2300000.0,N,0
8,2300000.0,N,0
9,2300000.0,N,0
10,2300000.0,N,0
11,2300000.0,N,0
12,2300000.0,N,0
13,2300000.0,N,0
14,2300000.0,N,0
15,2300000.0,N,0
16,2300000.0,N,0
17,2300000.0,N,0
18,2300000.0,N,0
19,2300000.0,N,0
20,2300000.0,N,0
21,2300000.0,N,0
22,2300000.0,N,0
23,2300000.0,N,0
24,2300000.0,N,0
25,2300000.0,N,0
26,2300000.0,N,0
27,2300000.0,N,0
28,2300000.0,N,0
29,2300000.0,N,0
30,2300000.0,N,0
31,2300000.0,N,0
32,2300000.0,N,0
33,2300000.0,N,0
34,2300000.0,N,0
35,2300000.0,N,0
36,2300000.0,N,0
37,2300000.0,N,0
38,2300000.0,N,0
39,2300000.0,N,0
40,2300000.0,N,0
41,2300000.0,N,0
42,2300000.0,N,0
43,2300000.0,N,0
44,2300000.0,N,0
45,2300000.0,N,0
46,2300000.0,N,0
47,2300000.0,N,0
48,2300000.0,N,0
49,2300000.0,N,0
50,2300000.0,N,0
0,1.6790391206741333,beta,1
1,1.7008413076400757,beta,1
2,1.6958024501800537,beta,1
3,1.700392246246338,beta,1
4,1.7005823850631714,beta,1
5,1.699853539466858,beta,1
6,1.6769407987594604,beta,1
7,1.6630743741989136,beta,1
8,1.6628737449645996,beta,1
9,1.6568044424057007,beta,1
10,1.6610875129699707,beta,1
11,1.6548576354980469,beta,1
12,1.665454387664795,beta,1
13,1.6513251066207886,beta,1
14,1.6537927389144897,beta,1
15,1.6702021360397339,beta,1
16,1.6557319164276123,beta,1
17,1.6589248180389404,beta,1
18,1.6433601379394531,beta,1
19,1.6383973360061646,beta,1
20,1.63338041305542,beta,1
21,1.6297688484191895,beta,1
22,1.6259596347808838,beta,1
23,1.6303539276123047,beta,1
24,1.6234322786331177,beta,1
25,1.6419583559036255,beta,1
26,1.639299750328064,beta,1
27,1.6467671394348145,beta,1
28,1.6607954502105713,beta,1
29,1.6612987518310547,beta,1
30,1.6620995998382568,beta,1
31,1.671239972114563,beta,1
32,1.6692919731140137,beta,1
33,1.6575273275375366,beta,1
34,1.6537781953811646,beta,1
35,1.656579852104187,beta,1
36,1.6443400382995605,beta,1
37,1.636478304862976,beta,1
38,1.6415024995803833,beta,1
39,1.6437244415283203,beta,1
40,1.637658953666687,beta,1
41,1.6421889066696167,beta,1
42,1.641006350517273,beta,1
43,1.639227271080017,beta,1
44,1.6312470436096191,beta,1
45,1.632757306098938,beta,1
46,1.6327139139175415,beta,1
47,1.6347332000732422,beta,1
48,1.638961911201477,beta,1
49,1.6373012065887451,beta,1
50,1.6410727500915527,beta,1
0,1.9128401279449463,gamma,1
1,1.9097708463668823,gamma,1
2,1.9136223793029785,gamma,1
3,1.9076803922653198,gamma,1
4,1.909786581993103,gamma,1
5,1.9037226438522339,gamma,1
6,1.906045913696289,gamma,1
7,1.896602988243103,gamma,1
8,1.8866482973098755,gamma,1
9,1.8990229368209839,gamma,1
10,1.8798604011535645,gamma,1
11,1.875433087348938,gamma,1
12,1.8763524293899536,gamma,1
13,1.8757634162902832,gamma,1
14,1.880941390991211,gamma,1
15,1.87739896774292,gamma,1
16,1.8740754127502441,gamma,1
17,1.8775485754013062,gamma,1
18,1.87880277633667,gamma,1
19,1.8713308572769165,gamma,1
20,1.8616766929626465,gamma,1
21,1.857515573501587,gamma,1
22,1.861728310585022,gamma,1
23,1.861049771308899,gamma,1
24,1.8507676124572754,gamma,1
25,1.8656411170959473,gamma,1
26,1.8606576919555664,gamma,1
27,1.8677865266799927,gamma,1
28,1.8588200807571411,gamma,1
29,1.8481193780899048,gamma,1
30,1.8599170446395874,gamma,1
31,1.8652055263519287,gamma,1
32,1.8665049076080322,gamma,1
33,1.8647979497909546,gamma,1
34,1.8614410161972046,gamma,1
35,1.8720663785934448,gamma,1
36,1.877536416053772,gamma,1
37,1.8705848455429077,gamma,1
38,1.865006923675537,gamma,1
39,1.8705819845199585,gamma,1
40,1.8690072298049927,gamma,1
41,1.8599872589111328,gamma,1
42,1.8603339195251465,gamma,1
43,1.8581446409225464,gamma,1
44,1.8695217370986938,gamma,1
45,1.87284517288208,gamma,1
46,1.8763446807861328,gamma,1
47,1.873124599456787,gamma,1
48,1.875116229057312,gamma,1
49,1.8754621744155884,gamma,1
50,1.8708075284957886,gamma,1
0,0.01220642402768135,eta,1
1,0.02753267250955105,eta,1
2,0.04650915041565895,eta,1
3,0.04696042090654373,eta,1
4,0.05886648967862129,eta,1
5,0.06803256273269653,eta,1
6,0.07934771478176117,eta,1
7,0.1048268973827362,eta,1
8,0.11297739297151566,eta,1
9,0.10825347900390625,eta,1
10,0.09518706798553467,eta,1
11,0.08295600861310959,eta,1
12,0.08488499373197556,eta,1
13,0.09398423880338669,eta,1
14,0.09726006537675858,eta,1
15,0.10512605309486389,eta,1
16,0.11532256752252579,eta,1
17,0.11236568540334702,eta,1
18,0.11853897571563721,eta,1
19,0.13009107112884521,eta,1
20,0.1356317698955536,eta,1
21,0.13177990913391113,eta,1
22,0.137267604470253,eta,1
23,0.1424393355846405,eta,1
24,0.1613388955593109,eta,1
25,0.15793149173259735,eta,1
26,0.1531931459903717,eta,1
27,0.15110421180725098,eta,1
28,0.15490461885929108,eta,1
29,0.16011419892311096,eta,1
30,0.1645728051662445,eta,1
31,0.1603686511516571,eta,1
32,0.15858934819698334,eta,1
33,0.15377487242221832,eta,1
34,0.15957258641719818,eta,1
35,0.16692082583904266,eta,1
36,0.16541625559329987,eta,1
37,0.17421962320804596,eta,1
38,0.1798800528049469,eta,1
39,0.1713624894618988,eta,1
40,0.17416264116764069,eta,1
41,0.18231192231178284,eta,1
42,0.17940321564674377,eta,1
43,0.1687917411327362,eta,1
44,0.16621184349060059,eta,1
45,0.16868631541728973,eta,1
46,0.1667616069316864,eta,1
47,0.16699226200580597,eta,1
48,0.16731078922748566,eta,1
49,0.1670786738395691,eta,1
50,0.1645209938287735,eta,1
0,0.13007482886314392,omega,1
1,0.1476450264453888,omega,1
2,0.15606287121772766,omega,1
3,0.17229947447776794,omega,1
4,0.15913055837154388,omega,1
5,0.1656794399023056,omega,1
6,0.16528399288654327,omega,1
7,0.17057128250598907,omega,1
8,0.17047975957393646,omega,1
9,0.17433136701583862,omega,1
10,0.16727611422538757,omega,1
11,0.1519460380077362,omega,1
12,0.16068625450134277,omega,1
13,0.16124343872070312,omega,1
14,0.1683070808649063,omega,1
15,0.16279174387454987,omega,1
16,0.1600944846868515,omega,1
17,0.15016476809978485,omega,1
18,0.163148432970047,omega,1
19,0.15938207507133484,omega,1
20,0.17398501932621002,omega,1
21,0.16735458374023438,omega,1
22,0.16834044456481934,omega,1
23,0.16884757578372955,omega,1
24,0.16801004111766815,omega,1
25,0.1686975210905075,omega,1
26,0.1701439917087555,omega,1
27,0.18007008731365204,omega,1
28,0.18148134648799896,omega,1
29,0.186372309923172,omega,1
30,0.18931762874126434,omega,1
31,0.20507337152957916,omega,1
32,0.2061724215745926,omega,1
33,0.20129874348640442,omega,1
34,0.1955895572900772,omega,1
35,0.19710786640644073,omega,1
36,0.18716762959957123,omega,1
37,0.18581841886043549,omega,1
38,0.1858508288860321,omega,1
39,0.18981312215328217,omega,1
40,0.1902025043964386,omega,1
41,0.184541717171669,omega,1
42,0.18243512511253357,omega,1
43,0.17399121820926666,omega,1
44,0.17281439900398254,omega,1
45,0.17098183929920197,omega,1
46,0.17508752644062042,omega,1
47,0.1751609742641449,omega,1
48,0.18372265994548798,omega,1
49,0.1852693408727646,omega,1
50,0.18730375170707703,omega,1
0,0.44486796855926514,sigma,1
1,0.44582366943359375,sigma,1
2,0.4533621072769165,sigma,1
3,0.458528995513916,sigma,1
4,0.46033719182014465,sigma,1
5,0.4733823239803314,sigma,1
6,0.46939751505851746,sigma,1
7,0.466368705034256,sigma,1
8,0.4487568140029907,sigma,1
9,0.4697905480861664,sigma,1
10,0.47227099537849426,sigma,1
11,0.46424195170402527,sigma,1
12,0.4676152467727661,sigma,1
13,0.46560046076774597,sigma,1
14,0.46094295382499695,sigma,1
15,0.4657626748085022,sigma,1
