"month","FedFundsRateMonthly","FedFundsDifference","DiffLog","FundsDetrend"
"1954-07-01","0.8","","","-0.753719055571787"
"1954-08-01","1.22","0.4199999999999999","0.209720530982069","-0.36517986717340434"
"1954-09-01","1.07","-0.1499999999999999","-0.0699585886069102","-0.5466348630415683"
"1954-10-01","0.85","-0.22","-0.1123629681870443","-0.7980754096969361"
"1954-11-01","0.83","-0.02","-0.0108696722369039","-0.8494886557985669"
"1954-12-01","1.28","0.45","0.2198594761130199","-0.4308555920162478"
"1955-01-01","1.39","0.1099999999999998","0.0471179229770699","-0.3521506543233486"
"1955-02-01","1.29","-0.0999999999999998","-0.042741548377271","-0.48334495419021417"
"1955-03-01","1.35","0.06","0.0258635105899193","-0.45440688587535094"
"1955-04-01","1.43","0.0799999999999998","0.0334759291963895","-0.4053011141237304"
"1955-05-01","1.43","0.0","0.0","-0.4359887974543508"
"1955-06-01","1.64","0.2099999999999999","0.0828876598057677","-0.2564279670628007"
"1955-07-01","1.68","0.04","0.0150378773645404","-0.24657329003357598"
"1955-08-01","1.96","0.28","0.0993724738132036","0.0036225451596840763"
"1955-09-01","2.18","0.2200000000000002","0.0716919284561166","0.19420875261502335"
"1955-10-01","2.24","0.06","0.0186921330121525","0.22523451847874787"
"1955-11-01","2.35","0.1099999999999998","0.0333870160327369","0.3067475303728373"
"1955-12-01","2.48","0.1299999999999999","0.0380719479494078","0.4087937379986042"
"1956-01-01","2.45","-0.0299999999999998","-0.0086580627431145","0.3514167241782693"
"1956-02-01","2.5","0.0499999999999998","0.0143887374520996","0.3746569174613832"
"1956-03-01","2.5","0.0","0.0","0.34855203484869834"
"1956-04-01","2.62","0.1200000000000001","0.0337110573423116","0.44313690246969184"
"1956-05-01","2.75","0.1299999999999999","0.0352818141446398","0.5484436570091265"
"1956-06-01","2.71","-0.04","-0.0107239633629756","0.4845010158855434"
"1956-07-01","2.75","0.04","0.0107239633629756","0.501333464699143"
"1956-08-01","2.73","-0.02","-0.0053476063265953","0.45896175061636013"
"1956-09-01","2.95","0.2200000000000002","0.0573073452573065","0.6574027524898596"
"1956-10-01","2.96","0.0099999999999997","0.0025284463533585","0.6466698078007735"
"1956-11-01","2.88","-0.08","-0.0204088716312071","0.5467711814781318"
"1956-12-01","2.94","0.06","0.0153455696746604","0.5877101487147911"
"1957-01-01","2.84","-0.1","-0.0257083567102069","0.469485765790171"
"1957-02-01","3.0","0.1600000000000001","0.040821994520255","0.6120925541831621"
"1957-03-01","2.96","-0.04","-0.0100503358535013","0.5555214127973009"
"1957-04-01","3.0","0.04","0.0100503358535013","0.5797585175997497"
"1957-05-01","3.0","0.0","0.0","0.5647857581270177"
"1957-06-01","3.0","0.0","0.0","0.5505805504702632"
"1957-07-01","2.99","-0.0099999999999997","-0.0025031302181184","0.527115952805842"
"1957-08-01","3.24","0.25","0.0607720383420942","0.764360775003393"
"1957-09-01","3.47","0.2299999999999999","0.0528251393816112","0.9822797596798325"
"1957-10-01","3.5","0.0299999999999998","0.0066889881507965","1.000831751606591"
"1957-11-01","3.28","-0.2200000000000002","-0.0501243871825689","0.7699680162359641"
"1957-12-01","2.98","-0.2999999999999998","-0.0726711902973589","0.45963209655302784"
"1958-01-01","2.72","-0.2599999999999998","-0.067558151011291","0.1897615944316211"
"1958-02-01","1.67","-1.0500000000000005","-0.3316451958728971","-0.8697094347983718"
"1958-03-01","1.2","-0.47","-0.193621112047888","-1.3488484000168997"
"1958-04-01","1.26","0.06","0.0269074529199243","-1.2977159993829661"
"1958-05-01","0.63","-0.63","-0.3267847984655235","-1.9363625232747101"
"1958-06-01","0.93","0.3","0.1689399880981231","-1.644828248829533"
"1958-07-01","0.68","-0.25","-0.1387262095016266","-1.9031385121159858"
"1958-08-01","1.53","0.85","0.4094255093242613","-1.0613059576266226"
"1958-09-01","1.76","0.2299999999999999","0.0870113769896295","-0.8393285451432548"
"1958-10-01","1.8","0.04","0.0143887374520996","-0.8071960453585161"
"1958-11-01","2.27","0.47","0.1551705677280039","-0.344891752664537"
"1958-12-01","2.42","0.1499999999999999","0.0448505661653517","-0.20239273308890127"
"1959-01-01","2.48","0.06","0.017391742711869","-0.149673391457398"
"1959-02-01","2.43","-0.0499999999999998","-0.0144720326085343","-0.2067065709234921"
"1959-03-01","2.8","0.3699999999999996","0.1024408055544914","0.15653604024663004"
"1959-04-01","2.96","0.1600000000000001","0.0412429585340492","0.3100843487448932"
"1959-05-01","2.9","-0.06","-0.0152674721307886","0.2439670534234044"
"1959-06-01","3.39","0.4900000000000002","0.1183526739514795","0.7282104605081239"
"1959-07-01","3.47","0.08","0.0180591815383974","0.8028389937631775"
"1959-08-01","3.5","0.0299999999999998","0.0066889881507965","0.8278714580448177"
"1959-09-01","3.76","0.2599999999999998","0.0561702714670544","1.083320463463974"
"1959-10-01","3.98","0.2200000000000002","0.045182222793233","1.2991922322345228"
"1959-11-01","4.0","0.02","0.0040080213975386","1.3154846276161463"
"1959-12-01","3.99","-0.0099999999999997","-0.0020020026706728","1.3021854882371047"
"1960-01-01","3.99","0.0","0.0","1.2992725023813092"
"1960-02-01","3.97","-0.02","-0.0040160696548898","1.2767133106051398"
"1960-03-01","3.84","-0.1300000000000003","-0.0265051193799972","1.1444655282141856"
"1960-04-01","3.92","0.08","0.0163938097756763","1.222476919331085"
"1960-05-01","3.85","-0.0699999999999998","-0.0143298255548249","1.1506864173259426"
"1960-06-01","3.32","-0.5300000000000002","-0.1157233026933728","0.6190235228765855"
"1960-07-01","3.23","-0.0899999999999998","-0.0210534091978322","0.5274088579076239"
"1960-08-01","2.98","-0.25","-0.0609201737618403","0.2757582679275936"
"1960-09-01","2.6","-0.3799999999999999","-0.100347973834282","-0.10601647106776158"
"1960-10-01","2.47","-0.1299999999999999","-0.0367792515032963","-0.2380057108471112"
"1960-11-01","2.44","-0.0300000000000002","-0.0086831225734609","-0.2702989851507991"
"1960-12-01","1.98","-0.4599999999999999","-0.1435481708679939","-0.7329839912553502"
"1961-01-01","1.45","-0.53","-0.1958352759606774","-1.2661463407969722"
"1961-02-01","2.54","1.09","0.3680387025890475","-0.1798659896711987"
"1961-03-01","2.02","-0.52","-0.1588698957589047","-0.7042131241258738"
"1961-04-01","1.49","-0.53","-0.192974120910162","-1.2392565425539834"
"1961-05-01","1.98","0.49","0.1796405900406967","-0.75505960960527"
"1961-06-01","1.73","-0.25","-0.0876216913204446","-1.0116761277647974"
"1961-07-01","1.17","-0.56","-0.2295744416445002","-1.5791540734403928"
"1961-08-01","2.0","0.8300000000000001","0.3238851211157416","-0.7575336168969202"
"1961-09-01","1.88","-0.1200000000000001","-0.0408219945202552","-0.8868427435684323"
"1961-10-01","2.26","0.3799999999999999","0.1239369012307616","-0.5171035937221835"
"1961-11-01","2.61","0.3500000000000001","0.1019805769661734","-0.17833146470302408"
"1961-12-01","2.33","-0.2799999999999998","-0.080735468352437","-0.4705376638589369"
"1962-01-01","2.15","-0.1800000000000001","-0.0555698511548108","-0.6637321225235184"
"1962-02-01","2.37","0.2200000000000002","0.0675102915267287","-0.45792114133851314"
"1962-03-01","2.85","0.48","0.1331604039354224","0.006894100444168938"
"1962-04-01","2.78","-0.0700000000000002","-0.0183491386681966","-0.07928404308524195"
"1962-05-01","2.36","-0.4199999999999999","-0.1177830356563833","-0.516453271031736"
"1962-06-01","2.68","0.3200000000000003","0.0909717782057268","-0.21461067074071227"
"1962-07-01","2.71","0.0299999999999998","0.0081191244385041","-0.20374934457862803"
"1962-08-01","2.93","0.2200000000000002","0.0576075492618259","-0.003860738965406618"
"1962-09-01","2.9","-0.0300000000000002","-0.0076628727455692","-0.05493472818096823"
"1962-10-01","2.9","0.0","0.0","-0.07696115671557857"
"1962-11-01","2.94","0.04","0.0102041701742419","-0.05992944518042975"
"1962-12-01","2.93","-0.0099999999999997","-0.0025412974286727","-0.093828420350627"
"1963-01-01","2.92","-0.0100000000000002","-0.0025477720787987","-0.1286464465827164"
"1963-02-01","3.0","0.08","0.0202027073175194","-0.07437116424851808"
"1963-03-01","2.98","-0.02","-0.0050125418235442","-0.1209892210775192"
"1963-04-01","2.9","-0.08","-0.0203052661607456","-0.2284866909476322"
"1963-05-01","3.0","0.1","0.0253178079842899","-0.15684871417796398"
"1963-06-01","2.99","-0.0099999999999997","-0.0025031302181184","-0.19605866807303185"
"1963-07-01","3.02","0.0299999999999998","0.0074906717291574","-0.19609871968492731"
"1963-08-01","3.49","0.4700000000000002","0.1105707991232334","0.24305047673262425"
"1963-09-01","3.48","-0.0100000000000002","-0.0022296553272691","0.2014097800332988"
"1963-10-01","3.5","0.02","0.0044543503493803","0.18899817368129046"
"1963-11-01","3.48","-0.02","-0.0044543503493803","0.1358330870529838"
"1963-12-01","3.38","-0.1","-0.022574322038539","0.001930491205520024"
"1964-01-01","3.48","0.1","0.022574322038539","0.06730530910123145"
"1964-02-01","3.48","0.0","0.0","0.03197244880668304"
"1964-03-01","3.43","-0.0499999999999998","-0.0112234623698495","-0.05405370094264894"
"1964-04-01","3.47","0.04","0.0089888245684333","-0.05075899811228357"
"1964-05-01","3.5","0.0299999999999998","0.0066889881507965","-0.05812888358671264"
"1964-06-01","3.5","0.0","0.0","-0.09614840659149237"
"1964-07-01","3.42","-0.08","-0.0179377006866674","-0.21480216782684236"
"1964-08-01","3.5","0.08","0.0179377006866674","-0.17407402610712763"
"1964-09-01","3.45","-0.0499999999999998","-0.0111733005981253","-0.2639461828225804"
"1964-10-01","3.36","-0.0900000000000003","-0.0204320388172059","-0.3943994961996502"
"1964-11-01","3.52","0.1600000000000001","0.0360399364831969","-0.27541278784300394"
"1964-12-01","3.85","0.33","0.0704667111052519","0.013038163848676287"
"1965-01-01","3.9","0.0499999999999998","0.0102565001671892","0.0209797055753822"
"1965-02-01","3.98","0.08","0.0161946859199806","0.05843808343398971"
"1965-03-01","4.05","0.0699999999999998","0.0139583522507067","0.08543938164092868"
"1965-04-01","4.09","0.04","0.0078895872751629","0.08200923350149392"
"1965-05-01","4.1","0.0099999999999997","0.0019627091678486","0.048172613066492787"
"1965-06-01","4.05","-0.0499999999999998","-0.0098522964430116","-0.0460461384005626"
"1965-07-01","4.09","0.04","0.0078895872751629","-0.05062305133842315"
"1965-08-01","4.12","0.0300000000000002","0.0058766084889849","-0.06553380089156047"
"1965-09-01","4.02","-0.1000000000000005","-0.0197245053477785","-0.21075367159448177"
"1965-10-01","4.08","0.0600000000000005","0.0118813278867528","-0.19625744231965037"
"1965-11-01","4.1","0.0199999999999995","0.0039292781398894","-0.22201826575379435"
"1965-12-01","4.32","0.2200000000000006","0.0422327636232731","-0.048007780251520416"
"1966-01-01","4.42","0.0999999999999996","0.0186225120980016","0.005804088936461227"
"1966-02-01","4.6","0.1799999999999997","0.0326707822895486","0.13944778698984717"
"1966-03-01","4.66","0.0600000000000005","0.010657294473988","0.1529537143036963"
"1966-04-01","4.67","0.0099999999999997","0.0017652255245692","0.11635119528705307"
"1966-05-01","4.9","0.2300000000000004","0.039763233172013","0.2996683741505528"
"1966-06-01","5.17","0.2699999999999996","0.0447464870056226","0.5229324973332581"
"1966-07-01","5.3","0.1299999999999999","0.0208507954801904","0.6061684990182608"
"1966-08-01","5.53","0.2300000000000004","0.0358573098908527","0.78939727841568"
"1966-09-01","5.4","-0.1299999999999999","-0.0201089529227134","0.6126350575095607"
"1966-10-01","5.53","0.1299999999999999","0.0201089529227134","0.6958919672555677"
"1966-11-01","5.76","0.2299999999999995","0.034615946766533","0.8791734114870069"
"1966-12-01","5.4","-0.3599999999999994","-0.0547248996892464","0.4724794245004009"
"1967-01-01","4.94","-0.4599999999999999","-0.0745888569910726","-0.03419674315318755"
"1967-02-01","5.0","0.0599999999999996","0.0100503358535013","-0.02086548659726617"
"1967-03-01","4.53","-0.4699999999999997","-0.0815716536938115","-0.5375369370915832"
"1967-04-01","4.05","-0.4800000000000004","-0.0907995722469749","-1.0642210648967634"
"1967-05-01","3.94","-0.1099999999999998","-0.0220229120874373","-1.220923692611874"
"1967-06-01","3.98","0.04","0.0080645598367306","-1.2276424312536958"
"1967-07-01","3.79","-0.1899999999999999","-0.0388994796137378","-1.4643654711315053"
"1967-08-01","3.9","0.1099999999999998","0.0227047936937572","-1.4010715300049523"
"1967-09-01","3.99","0.0900000000000003","0.0182007046468464","-1.3577280265173988"
"1967-10-01","3.88","-0.1100000000000003","-0.0222906898983716","-1.514291568575091"
"1967-11-01","4.13","0.25","0.0499604393176225","-1.3107082877877785"
"1967-12-01","4.51","0.3799999999999999","0.0714589639821448","-0.9769126314166847"
"1968-01-01","4.61","0.1000000000000005","0.0179860963697819","-0.9228289332331565"
"1968-02-01","4.71","0.0999999999999996","0.0176683041333138","-0.8683739891024338"
"1968-03-01","5.05","0.3399999999999998","0.0578392483748311","-0.5734574742961378"
"1968-04-01","5.76","0.71","0.1109646180121226","0.09201763633069415"
"1968-05-01","6.12","0.3600000000000003","0.0518848353690117","0.4081527927492141"
"1968-06-01","6.07","-0.0499999999999998","-0.0070472455154031","0.3150487349179478"
"1968-07-01","6.03","-0.04","-0.0056737740859078","0.23280305346831742"
"1968-08-01","6.03","0.0","0.0","0.1915109081001516"
"1968-09-01","5.78","-0.25","-0.0362096038702692","-0.09873433780658214"
"1968-10-01","5.91","0.1299999999999999","0.0189925358272744","-0.007840798579534791"
"1968-11-01","5.82","-0.0899999999999998","-0.0131101659242078","-0.1357158267073295"
"1968-12-01","6.02","0.1999999999999993","0.0289037461823489","0.027733285821395448"
"1969-01-01","6.3","0.2800000000000002","0.0391111301166258","0.2726002942080257"
"1969-02-01","6.61","0.3100000000000005","0.0415888237192492","0.5489787396625454"
"1969-03-01","6.79","0.1799999999999997","0.0233776880090621","0.696960059997604"
"1969-04-01","7.41","0.6200000000000001","0.0765806141021996","1.2866314570787898"
"1969-05-01","8.67","1.2599999999999998","0.1396068354803463","2.5180747549934503"
"1969-06-01","8.9","0.2300000000000004","0.0235064476753414","2.7213618501170727"
"1969-07-01","8.61","-0.2900000000000009","-0.0297305341583431","2.4065452092359827"
"1969-08-01","9.19","0.5800000000000001","0.058602624252432","2.9636563009740886"
"1969-09-01","9.15","-0.0399999999999991","-0.0039331417468368","2.9027080249336166"
"1969-10-01","9.0","-0.1500000000000003","-0.0148886124937503","2.7336904129984205"
"1969-11-01","8.85","-0.1500000000000003","-0.0151136378100482","2.566571099613893"
"1969-12-01","8.97","0.120000000000001","0.0121091287897492","2.6712966259352022"
"1970-01-01","8.98","0.0099999999999997","0.0010025063496259","2.667793729328163"
"1970-02-01","8.98","0.0","0.0","2.65596853530191"
"1970-03-01","7.76","-1.2200000000000006","-0.1303871853750728","1.4257065845374166"
"1970-04-01","8.1","0.3399999999999998","0.0380785085745043","1.7568729241312813"
"1970-05-01","7.95","-0.1499999999999994","-0.0166208812360402","1.5993216003576896"
"1970-06-01","7.61","-0.3399999999999998","-0.0387292138471249","1.2528931033725845"
"1970-07-01","7.21","-0.4000000000000003","-0.0475713949753022","0.8474155828874652"
"1970-08-01","6.62","-0.5899999999999999","-0.0745765537657821","0.2527075212287757"
"1970-09-01","6.29","-0.33","-0.0442728236779879","-0.08141913797752576"
"1970-10-01","6.2","-0.0899999999999998","-0.0124225199985572","-0.1751544010091921"
"1970-11-01","5.6","-0.6000000000000005","-0.0870113769896299","-0.7786876459098879"
"1970-12-01","4.9","-0.6999999999999993","-0.1121172981207059","-1.482206899223267"
"1971-01-01","4.14","-0.7600000000000007","-0.1378992714446001","-2.2458941791006577"
"1971-02-01","3.72","-0.4199999999999995","-0.0852442798696095","-2.669920066911756"
"1971-03-01","3.71","-0.0100000000000002","-0.0021208915691377","-2.6844378145958654"
"1971-04-01","4.16","0.4500000000000002","0.091248671465145","-2.239580072857203"
"1971-05-01","4.63","0.4699999999999997","0.0871728626581276","-1.7754587791452474"
"1971-06-01","4.91","0.2800000000000002","0.0485363892664079","-1.5021685901990347"
"1971-07-01","5.31","0.3999999999999994","0.0654898451351149","-1.1097904632299889"
"1971-08-01","5.57","0.2600000000000007","0.0403781559433973","-0.8583937646425062"
"1971-09-01","5.55","-0.0200000000000004","-0.0030487828493586","-0.8880392976429663"
"1971-10-01","5.2","-0.3499999999999996","-0.0549157575961145","-1.2487812420290698"
"1971-11-01","4.91","-0.29","-0.047903460633039","-1.5506669254434424"
"1971-12-01","4.14","-0.7700000000000005","-0.1395927519509332","-2.3337340398709774"
"1972-01-01","3.51","-0.6299999999999999","-0.1307559259524866","-2.978008312273996"
"1972-02-01","3.3","-0.2099999999999999","-0.0476821308150703","-3.203497462407726"
"1972-03-01","3.83","0.5300000000000002","0.1162314449649646","-2.6901862315681893"
"1972-04-01","4.17","0.3399999999999998","0.0680262208558564","-2.3680346427067915"
"1972-05-01","4.27","0.0999999999999996","0.0191576740329331","-2.286981961165125"
"1972-06-01","4.46","0.1900000000000004","0.0354184272035427","-2.116949180412541"
"1972-07-01","4.55","0.0899999999999998","0.0163491380015294","-2.0478396474526424"
"1972-08-01","4.81","0.2599999999999998","0.0457826431054766","-1.8095403748046124"
"1972-09-01","4.87","0.0600000000000005","0.0102740629761854","-1.7719225737557887"
"1972-10-01","5.05","0.1799999999999997","0.0302036382027448","-1.6148434930906195"
"1972-11-01","5.06","0.0099999999999997","0.001651528038473","-1.6281467093514692"
"1972-12-01","5.33","0.2700000000000004","0.0435904360748617","-1.3816633388685666"
"1973-01-01","5.94","0.6100000000000003","0.0920015383626282","-0.7952119351117277"
"1973-02-01","6.58","0.6399999999999997","0.0882114251355672","-0.17860039056821275"
"1973-03-01","7.09","0.5099999999999998","0.06511553141612","0.30836953816927526"
"1973-04-01","7.12","0.0300000000000002","0.0037014231031862","0.3158974725974666"
"1973-05-01","7.84","0.7199999999999998","0.0849567224759653","1.0141806548185066"
"1973-06-01","8.49","0.6500000000000004","0.0709517359722844","1.6434138894540453"
"1973-07-01","10.4","1.91","0.1833747427786134","3.533784155657708"
"1973-08-01","10.5","0.0999999999999996","0.0087336799687545","3.615465751920402"
"1973-09-01","10.78","0.2799999999999993","0.0240561428542362","3.8786057098799773"
"1973-10-01","10.01","-0.7699999999999996","-0.0675992274888521","3.093323164062002"
"1973-11-01","10.03","0.0199999999999995","0.0018148825308226","3.099707321478845"
"1973-12-01","9.95","-0.08","-0.0072793770029013","3.0078235209085893"
"1974-01-01","9.65","-0.2999999999999989","-0.0277795641070754","2.6977131836345576"
"1974-02-01","8.97","-0.6799999999999997","-0.0659793081816872","2.009394522425244"
"1974-03-01","9.35","0.379999999999999","0.037405935737631","2.3828649343610033"
"1974-04-01","10.51","1.16","0.1062297030224135","3.538106311934829"
"1974-05-01","11.31","0.8000000000000007","0.0671957174625705","4.3350821613362065"
"1974-06-01","11.93","0.6199999999999992","0.049138252587404","4.953728688551591"
"1974-07-01","12.92","0.9900000000000002","0.0737764621225074","5.943948649859411"
"1974-08-01","12.01","-0.91","-0.0676083623818595","5.0356065783228985"
"1974-09-01","11.34","-0.6699999999999999","-0.0528722740471723","4.368521143203976"
"1974-10-01","10.06","-1.2799999999999994","-0.1095110223830526","3.0924721587755393"
"1974-11-01","9.45","-0.6100000000000012","-0.0567330176833689","2.4872057315856075"
"1974-12-01","8.53","-0.92","-0.0921572607447092","1.572444106514319"
"1975-01-01","7.13","-1.3999999999999997","-0.1588837941063916","0.1778903370395577"
"1975-02-01","6.24","-0.8899999999999997","-0.1159397171620941","-0.7067646564171701"
"1975-03-01","5.54","-0.7000000000000002","-0.1016840409285178","-1.4018313260449853"
"1975-04-01","5.49","-0.0499999999999998","-0.0076746347531087","-1.4476146706020119"
"1975-05-01","5.22","-0.2700000000000004","-0.0424926239649106","-1.7144088722466382"
"1975-06-01","5.55","0.33","0.0516951428960725","-1.3824969432709642"
"1975-07-01","6.1","0.5499999999999998","0.0806297344001092","-0.8321486675035707"
"1975-08-01","6.14","0.04","0.0056179923042232","-0.7936231613583491"
"1975-09-01","6.24","0.1000000000000005","0.013908430046132","-0.6971731203489826"
"1975-10-01","5.82","-0.4199999999999999","-0.0597617345422543","-1.123045116353648"
"1975-11-01","5.22","-0.6000000000000005","-0.0920895651042827","-1.7314803418282922"
"1975-12-01","5.2","-0.0199999999999995","-0.0032206147000419","-1.7627113237572862"
"1976-01-01","4.87","-0.33","-0.0546946582110408","-2.106957228937178"
"1976-02-01","4.77","-0.1000000000000005","-0.0171825533199969","-2.224423622996895"
"1976-03-01","4.84","0.0700000000000002","0.0120587163201273","-2.1752998141793354"
"1976-04-01","4.82","-0.0199999999999995","-0.0034305350967891","-2.219757946964881"
"1976-05-01","5.29","0.4699999999999997","0.0776608089690027","-1.7779533811131225"
"1976-06-01","5.48","0.1900000000000004","0.0297594396518341","-1.62002434862171"
"1976-07-01","5.31","-0.1700000000000008","-0.0265848338110614","-1.82609536271221"
"1976-08-01","5.29","-0.0199999999999995","-0.0031746058407726","-1.8862784364183076"
"1976-09-01","5.25","-0.04","-0.0063796069640389","-1.9706714925316984"
"1976-10-01","5.02","-0.2300000000000004","-0.0374942044275805","-2.249357899226511"
"1976-11-01","4.95","-0.0699999999999994","-0.0116960397631913","-2.372405818878317"
"1976-12-01","4.65","-0.2999999999999998","-0.0517356743991885","-2.729866057706065"
"1977-01-01","4.61","-0.04","-0.0071048256237447","-2.8317711163282455"
"1977-02-01","4.68","0.0699999999999994","0.0124005131984548","-2.8281324315820386"
"1977-03-01","4.69","0.0100000000000006","0.0017590154051798","-2.888939590218847"
"1977-04-01","4.73","0.04","0.0070052825884086","-2.9241603569805683"
"1977-05-01","5.35","0.6199999999999992","0.1027392821779518","-2.3837402054085537"
"1977-06-01","5.39","0.04","0.0062794554848433","-2.42760204607844"
"1977-07-01","5.42","0.0300000000000002","0.0046838493124263","-2.4856503965087224"
"1977-08-01","5.9","0.4800000000000004","0.0721032939013439","-2.0977710427206304"
"1977-09-01","6.14","0.2399999999999993","0.0341913647482792","-1.953830591334186"
